MCTFS Baseline Standard Change Audit (BSCA)
Job:,TC77BSCA
Run Date:,20260629

*
* Report Selection Criteria:
* ==========================
*
* Current Production
* Production History
* Date Range From:2026-03-01
*            To  :2026-05-31
*
* Type       :
* Name       :
* Lasp Op    :
* Appl       :MTFS
* OwnApplGrp :
* Stream     :TFSFOS
* Level      :
* User       :
* Checkout   :
* Env        :
* Release    :
* Workref    :
*

TEST CRITERIA
1. Requirement for the change was documented under a valid work type
2. Proper authorization to make the modification was documented in Jira
3. Evidence of change was documented in Jira Sub-Task
4. Test was performed and accepted demonstrating this modification aligned with requirements
5. Overall project was approved to release to production
6. Release container for the change has two different people approve the release to production

"NOTE: Report has been sorted for optimal audit steps. Sort by DATE, TIME ASC to put in order that was used for random selection."

SELECTED,APPL,TYPE,NAME,VER,ACTION,RELEASE,DATE,TIME,PATH,JIRA #,WORK TYPE,TEST 1,TEST 2,TEST 3,TEST 4,TEST 5,TEST 6,NOTES
,MTFS,COB,TBLPCFMM,34,,SR00000090,2026-04-22,05:06:32,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK0TDBLD,38,,SR00000090,2026-04-22,05:06:35,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030VOR,10,,SR00000090,2026-04-22,05:06:37,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030VOQ,4,,SR00000090,2026-04-22,05:06:40,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WCA,25,,SR00000090,2026-04-22,05:06:43,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030VQE,9,,SR00000090,2026-04-22,05:06:46,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031ADV,7,,SR00000090,2026-04-22,05:06:49,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031TSE,14,,SR00000090,2026-04-22,05:06:52,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TBLPCT54,7,,SR00000090,2026-04-22,05:06:55,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPCT82,7,,SR00000090,2026-04-22,05:06:57,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPCT15,7,,SR00000090,2026-04-22,05:07:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T706SCMP,17,,SR00000090,2026-04-22,05:07:05,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TKS0RTSP,13,,SR00000090,2026-04-22,05:07:08,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033088,40,,SR00000090,2026-04-22,05:07:11,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0TDBFH,2,,SR00000090,2026-04-22,05:07:14,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TKS00TSP,12,,SR00000090,2026-04-22,05:07:17,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033JEA,104,C,SR00000090,2026-04-22,05:07:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033115,144,,SR00000090,2026-04-22,05:07:29,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033520,20,,SR00000090,2026-04-22,05:07:32,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T703012E,29,,SR00000090,2026-04-22,05:07:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0TDBLT,25,,SR00000090,2026-04-22,05:07:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033105,30,,SR00000090,2026-04-22,05:07:45,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T703S261,3,,SR00000090,2026-04-22,05:07:47,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033MPL,33,,SR00000090,2026-04-22,05:07:51,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033092,28,,SR00000090,2026-04-22,05:07:54,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TOMPDTVR,9,C,SR00000090,2026-04-22,05:08:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK0TPTPA,73,,SR00000090,2026-04-22,05:08:04,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33BPAY,53,,SR00000090,2026-04-22,05:08:11,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK1CFMR1,18,C,SR00000090,2026-04-22,05:08:14,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,TK2UB1CP,2,,SR00000090,2026-04-22,05:44:54,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7032MB0,4,,SR00000090,2026-04-22,05:44:55,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7032EX0,23,,SR00000090,2026-04-22,05:44:56,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T703076#,25,,SR00000090,2026-04-22,05:44:57,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,TK2UG1CP,2,,SR00000090,2026-04-22,05:44:57,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SORTSAB,3,,SR00000090,2026-04-22,05:44:58,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T703676#,35,,SR00000090,2026-04-22,05:44:59,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,TK2UA1CP,13,,SR00000090,2026-04-22,05:45:00,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,TK2UF1CP,13,,SR00000090,2026-04-22,05:45:01,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2L77,2,,SR00000090,2026-04-22,05:45:02,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2L01,8,,SR00000090,2026-04-22,05:45:03,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2L52,2,,SR00000090,2026-04-22,05:45:04,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2L54,2,,SR00000090,2026-04-22,05:45:04,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2L82,2,,SR00000090,2026-04-22,05:45:05,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IL001,1,,SR00000090,2026-04-22,05:45:06,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK2L15,2,,SR00000090,2026-04-22,05:45:06,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IM063,5,,SR00000090,2026-04-22,05:45:07,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,S7039WLG,2,,SR00000090,2026-04-22,05:45:08,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7032IL,1,,SR00000090,2026-04-22,05:45:08,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,S7039WLH,1,,SR00000090,2026-04-22,05:45:09,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7039WL0,15,,SR00000090,2026-04-22,05:45:10,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IJ002,5,,SR00000090,2026-04-22,05:45:11,DR1B,,,N,N,N,N,N,N,
,MTFS,PROC,T7030FR0,23,,SR00000090,2026-04-22,05:45:11,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IM090,3,,SR00000090,2026-04-22,05:45:12,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7032IJ,7,,SR00000090,2026-04-22,05:45:13,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7032IM,24,,SR00000090,2026-04-22,05:45:13,DR1B,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IJ006,3,,SR00000090,2026-04-22,05:45:14,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC52TIMS,5,,SR00000090,2026-04-22,05:45:15,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC5241MO,5,,SR00000090,2026-04-22,05:45:16,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC5241MP,5,,SR00000090,2026-04-22,05:45:16,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC703076,5,,SR00000090,2026-04-22,05:45:17,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC70307A,5,,SR00000090,2026-04-22,05:45:18,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC704DEE,2,,SR00000090,2026-04-22,05:45:18,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC70367A,5,,SR00000090,2026-04-22,05:45:19,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC704MCR,3,,SR00000090,2026-04-22,05:45:20,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC704RLK,2,,SR00000090,2026-04-22,05:45:21,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7041MH,12,,SR00000090,2026-04-22,05:45:21,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7047WB,5,,SR00000090,2026-04-22,05:45:22,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7047AI,5,,SR00000090,2026-04-22,05:45:23,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T70367A0,25,,SR00000090,2026-04-22,05:45:24,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7030UP0,38,,SR00000090,2026-04-22,05:45:25,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IG001,7,,SR00000090,2026-04-22,05:45:26,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IS002,19,,SR00000090,2026-04-22,05:45:26,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK2IS001,13,,SR00000090,2026-04-22,05:45:27,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,S7031SUB,43,,SR00000090,2026-04-22,05:45:28,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047AIE,18,D,SR00000090,2026-04-22,10:22:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T703076R,7,D,SR00000090,2026-04-22,10:22:37,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TIMPIATS,11,D,SR00000090,2026-04-22,10:22:42,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047SBR,4,D,SR00000090,2026-04-22,10:22:43,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047IAT,8,D,SR00000090,2026-04-22,10:22:46,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TIMPIATJ,6,D,SR00000090,2026-04-22,10:22:51,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDBPS,20,,SR00000090,2026-04-22,10:22:52,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDBPU,19,,SR00000090,2026-04-22,10:22:53,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7047SB,5,D,SR00000090,2026-04-22,10:22:53,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7047SB0,4,D,SR00000090,2026-04-22,10:22:53,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB6S,9,,SR00000090,2026-04-22,10:22:54,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDBPI,19,,SR00000090,2026-04-22,10:22:54,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030T6,5,D,SR00000090,2026-04-22,10:22:54,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB6F,12,,SR00000090,2026-04-22,10:22:55,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7047IA0,3,D,SR00000090,2026-04-22,10:22:55,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB6D,2,,SR00000090,2026-04-22,10:22:56,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB6I,9,,SR00000090,2026-04-22,10:22:56,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,TIMM001,3,D,SR00000090,2026-04-22,10:22:57,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,S7047SBA,3,D,SR00000090,2026-04-22,10:22:57,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB6U,10,,SR00000090,2026-04-22,10:22:58,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,S7047SBD,2,D,SR00000090,2026-04-22,10:22:58,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,S7047SBU,2,D,SR00000090,2026-04-22,10:22:58,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDPV,19,,SR00000090,2026-04-22,10:22:59,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,S7047SBZ,3,D,SR00000090,2026-04-22,10:22:59,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDRV6,10,,SR00000090,2026-04-22,10:23:00,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7030JG,8,D,SR00000090,2026-04-22,10:23:01,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDBPF,20,,SR00000090,2026-04-22,10:23:02,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7036JG,7,D,SR00000090,2026-04-22,10:23:02,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7030JG0,34,D,SR00000090,2026-04-22,10:23:02,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK1261IA,1,,SR00000090,2026-04-22,10:23:03,DR1A,,,N,N,N,N,N,N,
,MTFS,PROC,T7036JG0,25,D,SR00000090,2026-04-22,10:23:03,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK1261IB,1,,SR00000090,2026-04-22,10:23:04,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK1261ID,1,,SR00000090,2026-04-22,10:23:04,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK3FLFMT,39,,SR00000090,2026-04-22,10:23:05,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK3FLMOV,36,,SR00000090,2026-04-22,10:23:05,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,D884VLS2,24,,SR00000090,2026-04-22,10:23:08,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,J884VLS2,25,,SR00000090,2026-04-22,10:23:10,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,J884CNS2,12,,SR00000090,2026-04-22,10:23:11,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,J807INC,28,,SR00000090,2026-04-22,10:23:12,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK3VR261,1,,SR00000090,2026-04-22,10:23:13,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,J875INC,23,,SR00000090,2026-04-22,10:23:13,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,XK1RMKE2,7,,SR00000090,2026-04-22,10:23:17,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK3VT261,1,,SR00000090,2026-04-22,10:23:17,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK3VU261,1,,SR00000090,2026-04-22,10:23:20,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFCRP,42,,SR00000090,2026-04-22,10:23:30,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFMASTER,45,,SR00000090,2026-04-22,10:23:31,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFRMK619,1,,SR00000090,2026-04-22,10:23:32,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFFLGLK,38,,SR00000090,2026-04-22,10:23:33,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFRMK129,9,,SR00000090,2026-04-22,10:23:34,DR1A,,,N,N,N,N,N,N,
,MTFS,DCLG,DGMSTR,31,,SR00000090,2026-04-22,10:23:35,DR1A,,,N,N,N,N,N,N,
,MTFS,DCLG,DGMSTRC,32,,SR00000090,2026-04-22,10:23:35,DR1A,,,N,N,N,N,N,N,
,MTFS,DCLG,DGR619,1,,SR00000090,2026-04-22,10:23:36,DR1A,,,N,N,N,N,N,N,
,MTFS,DCLG,DGR129,7,,SR00000090,2026-04-22,10:23:37,DR1A,,,N,N,N,N,N,N,
,MTFS,DCLG,DGR619C,1,,SR00000090,2026-04-22,10:23:37,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TK3COMLK,60,,SR00000090,2026-04-22,10:23:38,DR1A,,,N,N,N,N,N,N,
,MTFS,DCLG,DGR129C,7,,SR00000090,2026-04-22,10:23:38,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TTVSMI01,1,,SR00000090,2026-04-22,10:23:52,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TSMICONT,1,,SR00000090,2026-04-22,10:23:53,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TFJERLK,3,,SR00000090,2026-04-22,10:23:57,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TFQSBRX,2,,SR00000090,2026-04-22,10:24:18,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFSQDAI,1,,SR00000090,2026-04-22,10:24:23,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFSPRH,2,,SR00000090,2026-04-22,10:24:30,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFSPS440,2,,SR00000090,2026-04-22,10:24:31,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFRMK168,3,,SR00000090,2026-04-22,10:24:32,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTDTVRC,6,,SR00000090,2026-04-22,10:24:33,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTDWKRC,9,,SR00000090,2026-04-22,10:24:34,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFREMARK,134,,SR00000090,2026-04-22,10:24:36,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFRMKPHY,132,,SR00000090,2026-04-22,10:24:37,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB1U,19,,SR00000090,2026-04-22,10:24:38,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB1S,19,,SR00000090,2026-04-22,10:24:39,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDRV1,23,,SR00000090,2026-04-22,10:24:40,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB1I,19,,SR00000090,2026-04-22,10:24:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB1D,8,,SR00000090,2026-04-22,10:24:42,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDB1F,24,,SR00000090,2026-04-22,10:24:44,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,LK52,2,,SR00000090,2026-04-22,10:24:46,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,LK01,3,,SR00000090,2026-04-22,10:24:47,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,DGR168,2,,SR00000090,2026-04-22,10:24:47,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,DGR168C,2,,SR00000090,2026-04-22,10:24:48,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,LK54,2,,SR00000090,2026-04-22,10:24:48,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,LK15,2,,SR00000090,2026-04-22,10:24:49,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,LK77,2,,SR00000090,2026-04-22,10:24:50,DR1B,,,N,N,N,N,N,N,
,MTFS,DCLG,LK82,2,,SR00000090,2026-04-22,10:24:50,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TFRQL261,3,,SR00000090,2026-04-22,10:24:51,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK1261IC,2,,SR00000090,2026-04-22,10:24:52,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,J884VLS1,51,,SR00000090,2026-04-22,10:24:55,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,XK1RMKWS,22,,SR00000090,2026-04-22,10:24:56,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,D884VLS1,51,,SR00000090,2026-04-22,10:24:58,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,J884CNS1,23,,SR00000090,2026-04-22,10:24:59,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TBTICOMM,9,,SR00000090,2026-04-22,10:25:11,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL10,7,,SR00000090,2026-04-22,10:25:13,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL01,7,,SR00000090,2026-04-22,10:25:14,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL52,4,,SR00000090,2026-04-22,10:25:15,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL82,4,,SR00000090,2026-04-22,10:25:16,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL54,4,,SR00000090,2026-04-22,10:25:17,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL15,4,,SR00000090,2026-04-22,10:25:18,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFTBL77,4,,SR00000090,2026-04-22,10:25:19,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK4BTRWS,8,,SR00000090,2026-04-22,10:25:44,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TTBTRO01,11,,SR00000090,2026-04-22,10:26:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TFSCT261,3,,SR00000090,2026-04-22,10:26:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TTIATO01,2,,SR00000090,2026-04-22,10:26:04,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TIMICOMM,8,,SR00000090,2026-04-22,10:26:04,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,AICOE001,1,,SR00000090,2026-04-22,10:26:05,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,TFNIS,10,,SR00000090,2026-04-22,10:26:22,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,TFSPR02,4,,SR00000090,2026-04-22,10:26:23,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TTVSMO01,2,,SR00000090,2026-04-22,10:26:23,DR1A,,,N,N,N,N,N,N,
,MTFS,COPY,TVSICOMM,2,,SR00000090,2026-04-22,10:26:24,DR1A,,,N,N,N,N,N,N,
,MTFS,DMGR,MCTIM063,3,,SR00000090,2026-04-22,10:26:47,DR1B,,,N,N,N,N,N,N,
,MTFS,DMGR,MRRS002,3,,SR00000090,2026-04-22,10:26:48,DR1B,,,N,N,N,N,N,N,
,MTFS,COPY,TK2IDBPD,19,,SR00000090,2026-04-22,10:26:54,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC5241P1,29,,SR00000090,2026-04-22,14:27:51,DBFA,,,N,N,N,N,N,N,
,MTFS,JCL,TC5241Z1,30,,SR00000090,2026-04-22,14:27:52,DBFA,,,N,N,N,N,N,N,
,MTFS,SYS,SK1IMO01,14,,SR00000091,2026-04-21,08:32:31,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK1IMP01,23,,SR00000091,2026-04-21,08:32:32,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK1IMO00,19,,SR00000091,2026-04-21,08:32:32,DR1A,,,N,N,N,N,N,N,
,MTFS,SYS,SK1IMP00,19,,SR00000091,2026-04-21,08:32:33,DR1A,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031I2,16,,SR00000091,2026-04-21,08:32:36,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031I1,16,,SR00000091,2026-04-21,08:32:38,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK126100,6,,SR00000091,2026-04-21,08:32:39,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,XK1261I2,2,,SR00000091,2026-04-21,08:32:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,XK1261IM,3,,SR00000091,2026-04-21,08:32:44,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK1261P1,1,,SR00000091,2026-04-21,08:32:46,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031A3,14,,SR00000091,2026-04-21,08:32:49,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031A2,14,,SR00000091,2026-04-21,08:32:50,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031A4,14,,SR00000091,2026-04-21,08:32:50,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031D1,9,,SR00000091,2026-04-21,08:32:51,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031D2,9,,SR00000091,2026-04-21,08:32:51,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031D4,9,,SR00000091,2026-04-21,08:32:52,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031D3,9,,SR00000091,2026-04-21,08:32:53,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031IO,9,,SR00000091,2026-04-21,08:32:53,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031IR,25,,SR00000091,2026-04-21,08:32:54,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V1,10,,SR00000091,2026-04-21,08:32:54,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031I3,16,,SR00000091,2026-04-21,08:32:55,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031I4,16,,SR00000091,2026-04-21,08:32:56,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V2,10,,SR00000091,2026-04-21,08:32:56,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V3,10,,SR00000091,2026-04-21,08:32:57,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031V4,10,,SR00000091,2026-04-21,08:32:57,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031A1,15,,SR00000091,2026-04-21,08:32:59,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031O4,15,,SR00000091,2026-04-21,08:33:08,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031O3,15,,SR00000091,2026-04-21,08:33:09,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031O1,15,,SR00000091,2026-04-21,08:33:09,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031O2,15,,SR00000091,2026-04-21,08:33:10,DR1B,,,N,N,N,N,N,N,
,MTFS,JCL,TC7031LK,14,,SR00000091,2026-04-21,13:51:00,DR1B,,,N,N,N,N,N,N,
,MTFS,PROC,TK1IMP,6,,SR00000091,2026-04-21,13:51:01,DR1B,,,N,N,N,N,N,N,
,MTFS,PROC,TK1IMR,21,,SR00000091,2026-04-21,13:51:02,DR1B,,,N,N,N,N,N,N,
,MTFS,PROC,X7047U01,1,,SR00000092,2026-03-02,08:02:05,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMX82,1,,SR00000092,2026-03-09,13:14:56,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMX54,1,,SR00000092,2026-03-09,13:14:57,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMX15,1,,SR00000092,2026-03-09,13:14:59,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,X7047Z54,1,,SR00000092,2026-03-09,13:15:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,X7047Z15,3,,SR00000092,2026-03-09,13:15:06,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,X7047Z82,1,,SR00000092,2026-03-09,13:15:07,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPXT82,3,,SR00000092,2026-03-09,13:15:09,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPXT54,3,,SR00000092,2026-03-09,13:15:11,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPXT15,3,,SR00000092,2026-03-09,13:15:13,DR1B,,,N,N,N,N,N,N,
